"experiment_id","video_id","model_name","technique_name","rag_enabled","pred_name_original","pred_name_en","is_hallucinated"
"2062","1","Gemma-SEA-LION v4 4B","zero-shot","0","buah naga","dragon fruit","0"
"2062","1","Gemma-SEA-LION v4 4B","zero-shot","0","hirisan buah laici","longan slices","0"
"2063","1","Gemma-SEA-LION v4 4B","few-shot","0","susu cair",NULL,"0"
"2063","1","Gemma-SEA-LION v4 4B","few-shot","0","fresh milk",NULL,"0"
"2063","1","Gemma-SEA-LION v4 4B","few-shot","0","air",NULL,"0"
"2063","1","Gemma-SEA-LION v4 4B","few-shot","0","susu pekat",NULL,"0"
"2063","1","Gemma-SEA-LION v4 4B","few-shot","0","air laici",NULL,"0"
"2063","1","Gemma-SEA-LION v4 4B","few-shot","0","agar-agar",NULL,"0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","susu cair","condensed milk","0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","fresh milk","fresh milk","0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","air","water","0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","susu pekat","full cream milk","0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","air laici","longan juice","0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","agar-agar","agar-agar powder","0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","buah naga","dragon fruit","0"
"2064","1","Gemma-SEA-LION v4 4B","chain-of-thought","0","hirisan buah laici","longan slices","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","susu cair","milk","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","fresh milk","milk","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","air","water","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","susu pekat","condensed milk","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","air laici","longan juice","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","agar-agar","agar-agar powder","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","buah naga","dragon fruit","0"
"2065","1","Gemma-SEA-LION v4 4B","structured-output","0","hirisan buah laici","longan slices","0"
"2066","1","MedGemma 4B","zero-shot","0","susu cair","milk","0"
"2066","1","MedGemma 4B","zero-shot","0","fresh milk","fresh milk","0"
"2066","1","MedGemma 4B","zero-shot","0","air","water","0"
"2066","1","MedGemma 4B","zero-shot","0","susu pekat","coconut milk","0"
"2066","1","MedGemma 4B","zero-shot","0","air laici","pandan leaves","0"
"2066","1","MedGemma 4B","zero-shot","0","agar-agar","agar agar powder","0"
"2066","1","MedGemma 4B","zero-shot","0","buah naga","dragon fruit","0"
"2066","1","MedGemma 4B","zero-shot","0","hirisan buah laici","pandan slices","0"
"2067","1","MedGemma 4B","few-shot","0","susu cair",NULL,"0"
"2067","1","MedGemma 4B","few-shot","0","fresh milk",NULL,"0"
"2067","1","MedGemma 4B","few-shot","0","air",NULL,"0"
"2067","1","MedGemma 4B","few-shot","0","susu pekat",NULL,"0"
"2067","1","MedGemma 4B","few-shot","0","air laici",NULL,"0"
"2067","1","MedGemma 4B","few-shot","0","agar-agar",NULL,"0"
"2067","1","MedGemma 4B","few-shot","0","buah naga",NULL,"0"
"2067","1","MedGemma 4B","few-shot","0","air laici",NULL,"0"
"2068","1","MedGemma 4B","chain-of-thought","0","susu cair","milk","0"
"2068","1","MedGemma 4B","chain-of-thought","0","fresh milk","fresh milk","0"
"2068","1","MedGemma 4B","chain-of-thought","0","air","water","0"
"2068","1","MedGemma 4B","chain-of-thought","0","susu pekat","condensed milk","0"
"2068","1","MedGemma 4B","chain-of-thought","0","air laici","pandan water","0"
"2068","1","MedGemma 4B","chain-of-thought","0","agar-agar","agar agar","0"
"2068","1","MedGemma 4B","chain-of-thought","0","buah naga","dragon fruit","0"
"2068","1","MedGemma 4B","chain-of-thought","0","hirisan buah laici","pandan leaves","0"
"2069","1","MedGemma 4B","structured-output","0","susu cair","milk","0"
"2069","1","MedGemma 4B","structured-output","0","fresh milk","fresh milk","0"
"2069","1","MedGemma 4B","structured-output","0","air","water","0"
"2069","1","MedGemma 4B","structured-output","0","susu pekat","condensed milk","0"
"2069","1","MedGemma 4B","structured-output","0","air laici","longan","0"
"2069","1","MedGemma 4B","structured-output","0","agar-agar","agar-agar","0"
"2069","1","MedGemma 4B","structured-output","0","buah naga","dragon fruit","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","bawang merah","onion","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","serai","lemon grass","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","lengkuas","galangal","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","halia","galangal","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","buah keras","mushrooms","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","bawang putih","garlic","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","gula melaka","molasses","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","garam","salt","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","pes asam jawa","sour plums","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","udang kering","dried shrimp","0"
"2070","2","Llama 3.2 3B Instruct","zero-shot","0","kacang tanah","chickpeas","0"
"2071","2","Llama 3.2 3B Instruct","few-shot","0","bawang merah",,"0"
"2071","2","Llama 3.2 3B Instruct","few-shot","0","serai",,"0"
"2071","2","Llama 3.2 3B Instruct","few-shot","0","lengkuas",,"0"
"2071","2","Llama 3.2 3B Instruct","few-shot","0","halia",,"0"
"2071","2","Llama 3.2 3B Instruct","few-shot","0","buah keras",,"0"
"2071","2","Llama 3.2 3B Instruct","few-shot","0","bawang putih",,"0"
"2071","2","Llama 3.2 3B Instruct","few-shot","0","cili kisar",,"0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","bawang merah","onion","0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","serai",,"0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","lengkuas",,"0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","halia",,"0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","bawang putih","garlic","0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","gula melaka",,"0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","garam",,"0"
"2072","2","Llama 3.2 3B Instruct","chain-of-thought","0","pes asam jawa",,"0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","bawang besar","onion","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","serai","serai","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","lengkuas","lengkuas","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","halia","halia","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","cili kisar","chilies","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","gula melaka","gula melaka","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","garam","garam","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","pes asam jawa","asam jawa","0"
"2073","2","Llama 3.2 3B Instruct","structured-output","0","udang kering","dried shrimp","0"
"2075","2","Phi-4-mini 3.8B Instruct","few-shot","0","cangkuk",NULL,"0"
"2075","2","Phi-4-mini 3.8B Instruct","few-shot","0","kayu",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","bawang besar",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","cili",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","bawang merah",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","serai",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","lengkuas",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","halia",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","bawang putih",NULL,"0"
"2076","2","Phi-4-mini 3.8B Instruct","chain-of-thought","0","udang kering",NULL,"0"
"2077","2","Phi-4-mini 3.8B Instruct","structured-output","0","kacang tanah",NULL,"0"
"2077","2","Phi-4-mini 3.8B Instruct","structured-output","0","bawang merah",NULL,"0"
"2077","2","Phi-4-mini 3.8B Instruct","structured-output","0","baulk putih",NULL,"0"
"2077","2","Phi-4-mini 3.8B Instruct","structured-output","0","garam",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","kacang tanah",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","bawang merah",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","serai",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","lengkuas",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","bawang putih",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","cili kisar",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","kacang tanah",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","bawang merah",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","serai",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","lengkuas",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","bawang putih",NULL,"0"
"2078","2","Qwen 2.5 3B Instruct","zero-shot","0","cili kisar",NULL,"0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","kacang tanah","red kidney beans","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","telur","egg","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","bawang merah","red onion","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","serai","galangal","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","lengkuas","jade vine stalk","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","adu kasar","kaffir lime leaves","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","bawang putih","white onion","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","udang kering","dried shrimp","0"
"2079","2","Qwen 2.5 3B Instruct","few-shot","0","cili kisar","bird's eye chili","0"
"2080","2","Qwen 2.5 3B Instruct","chain-of-thought","0","kacang tanah",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","kacang tanah",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","bawang merah",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","serai",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","lengkuas",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","halia (jagung manis)",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","buah keras",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","bawang putih",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","udang kering (optional)",NULL,"0"
"2081","2","Qwen 2.5 3B Instruct","structured-output","0","cili kisar",NULL,"0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","kacang tanah","peanut","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","bawang merah","red onion","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","serai","lemongrass","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","lengkuas","ginger","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","halia","galangal","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","buah keras","hard-boiled eggs","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","bawang putih","garlic","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","udang kering","dried shrimp","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","cili kisar","ground chili","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","gula melaka","palm sugar","0"
"2082","2","Gemma-SEA-LION v4 4B","zero-shot","0","garam","salt","0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","kacang tanah",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","bawang merah",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","serai",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","lengkuas",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","halia",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","buah keras",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","bawang putih",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","udang kering",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","cili kisar",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","gula melaka",NULL,"0"
"2083","2","Gemma-SEA-LION v4 4B","few-shot","0","garam",NULL,"0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","kacang tanah","peanut","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","bawang merah","red onion","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","serai","lemongrass","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","lengkuas","ginger","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","halia","galangal","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","buah keras","hard-boiled eggs","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","bawang putih","garlic","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","udang kering","dried shrimp","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","cili kisar","ground chili","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","gula melaka","palm sugar","0"
"2084","2","Gemma-SEA-LION v4 4B","chain-of-thought","0","garam","salt","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","kacang tanah","peanut","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","bawang merah","red onion","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","serai","lemongrass","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","lengkuas","ginger","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","halia","galangal","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","buah keras","hard-boiled eggs","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","bawang putih","garlic","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","udang kering","dried shrimp","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","cili kisar","ground chili","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","gula melaka","palm sugar","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","garam","salt","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","sebut perasa","seasoning","0"
"2085","2","Gemma-SEA-LION v4 4B","structured-output","0","pes asam jawa","tamarind paste","0"
"2086","2","MedGemma 4B","zero-shot","0","kacang tanah","peanuts","0"
"2086","2","MedGemma 4B","zero-shot","0","bawang merah","red onion","0"
"2086","2","MedGemma 4B","zero-shot","0","serai","galangal","0"
"2086","2","MedGemma 4B","zero-shot","0","lengkuas","ginger","0"
"2086","2","MedGemma 4B","zero-shot","0","halia","garlic","0"
"2086","2","MedGemma 4B","zero-shot","0","buah keras","hard-boiled eggs","0"
"2086","2","MedGemma 4B","zero-shot","0","bawang putih","garlic","0"
"2086","2","MedGemma 4B","zero-shot","0","udang kering","dried shrimp","0"
"2086","2","MedGemma 4B","zero-shot","0","cili kisar","chili flakes","0"
"2086","2","MedGemma 4B","zero-shot","0","gula melaka","palm sugar","0"
"2086","2","MedGemma 4B","zero-shot","0","garam","salt","0"
"2086","2","MedGemma 4B","zero-shot","0","sebut perasa","seasoning powder","0"
"2086","2","MedGemma 4B","zero-shot","0","pes asam jawa","sour tamarind sauce","0"
"2086","2","MedGemma 4B","zero-shot","0","air asam jawa","tamarind water","0"
"2086","2","MedGemma 4B","zero-shot","0","minyak masak","cooking oil","0"
"2086","2","MedGemma 4B","zero-shot","0","cili kisar","chili flakes","0"
"2086","2","MedGemma 4B","zero-shot","0","air","water","0"
"2086","2","MedGemma 4B","zero-shot","0","ketupat minyak","rice dumpling","0"
"2087","2","MedGemma 4B","few-shot","0","kacang tanah",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","bawang merah",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","serai",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","lengkuas",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","halia",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","buah keras",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","bawang putih",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","udang kering",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","cili kisar",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","gula melaka",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","garam",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","pes asam jawa",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","air",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","minyak masak",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","nasi impik",NULL,"0"
"2087","2","MedGemma 4B","few-shot","0","satay",NULL,"0"
"2088","2","MedGemma 4B","chain-of-thought","0","kacang tanah","peanuts","0"
"2088","2","MedGemma 4B","chain-of-thought","0","bawang merah","red onion","0"
"2088","2","MedGemma 4B","chain-of-thought","0","serai","ginger","0"
"2088","2","MedGemma 4B","chain-of-thought","0","lengkuas","lemongrass","0"
"2088","2","MedGemma 4B","chain-of-thought","0","halia","garlic","0"
"2088","2","MedGemma 4B","chain-of-thought","0","buah keras","hard-boiled eggs","0"
"2088","2","MedGemma 4B","chain-of-thought","0","bawang putih","garlic","0"
"2088","2","MedGemma 4B","chain-of-thought","0","udang kering","dried shrimp","0"
"2088","2","MedGemma 4B","chain-of-thought","0","cili kisar","chili flakes","0"
"2088","2","MedGemma 4B","chain-of-thought","0","gula melaka","palm sugar","0"
"2088","2","MedGemma 4B","chain-of-thought","0","garam","salt","0"
"2088","2","MedGemma 4B","chain-of-thought","0","sebut perasa","pepper","0"
"2088","2","MedGemma 4B","chain-of-thought","0","pes asam jawa","sour plum sauce","0"
"2088","2","MedGemma 4B","chain-of-thought","0","minyak masak","cooking oil","0"
"2089","2","MedGemma 4B","structured-output","0","kacang tanah","peanuts","0"
"2089","2","MedGemma 4B","structured-output","0","bawang merah","red onion","0"
"2089","2","MedGemma 4B","structured-output","0","serai","ginger","0"
"2089","2","MedGemma 4B","structured-output","0","lengkuas","galangal","0"
"2089","2","MedGemma 4B","structured-output","0","halia","galangal","0"
"2089","2","MedGemma 4B","structured-output","0","buah keras","heart of palm","0"
"2089","2","MedGemma 4B","structured-output","0","bawang putih","garlic","0"
"2089","2","MedGemma 4B","structured-output","0","udang kering","dried shrimp","0"
"2089","2","MedGemma 4B","structured-output","0","cili kisar","chili flakes","0"
"2089","2","MedGemma 4B","structured-output","0","gula melaka","palm sugar","0"
"2089","2","MedGemma 4B","structured-output","0","garam","salt","0"
"2089","2","MedGemma 4B","structured-output","0","sebut perasa","pepper","0"
"2089","2","MedGemma 4B","structured-output","0","pes asam jawa","sour tamarind sauce","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","telur","eggs","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","gula","sugar","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","minyak masak","oil","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","dairy milk","milk","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","tepung gandum","flour","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","vanila","vanilla","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","baking powder","baking powder","0"
"2090","3","Llama 3.2 3B Instruct","zero-shot","0","garam","salt","0"
