"video_id","model_name","technique_name","rag_enabled","pred_count","positives","false_positives","gt_count","json_valid","pred_total_kcal","gt_total_kcal"
"9","Qwen 2.5 3B Instruct","chain-of-thought","0","6","84","0","14","1",NULL,"16002"
"9","Qwen 2.5 3B Instruct","few-shot","0","5","70","0","14","1",NULL,"13335"
"9","Qwen 2.5 3B Instruct","structured-output","0","3","42","0","14","1",NULL,"8001"
"9","Qwen 2.5 3B Instruct","zero-shot","0","5","70","0","14","1",NULL,"13335"
"10","Gemma-SEA-LION v4 4B","chain-of-thought","0","15","225","0","15","1",NULL,"40965"
"10","Gemma-SEA-LION v4 4B","few-shot","0","13","195","0","15","1",NULL,"35503"
"10","Gemma-SEA-LION v4 4B","structured-output","0","13","195","0","15","1",NULL,"35503"
"10","Gemma-SEA-LION v4 4B","zero-shot","0","13","195","0","15","1",NULL,"35503"
"10","Llama 3.2 3B Instruct","chain-of-thought","0","4","60","0","15","1",NULL,"10924"
"10","Llama 3.2 3B Instruct","few-shot","0","12","180","0","15","1",NULL,"32772"
"10","Llama 3.2 3B Instruct","structured-output","0","13","195","0","15","1",NULL,"35503"
"10","Llama 3.2 3B Instruct","zero-shot","0","13","195","0","15","1",NULL,"35503"
"10","MedGemma 4B","chain-of-thought","0","14","210","0","15","1",NULL,"38234"
"10","MedGemma 4B","few-shot","0","14","210","0","15","1",NULL,"38234"
"10","MedGemma 4B","structured-output","0","14","210","0","15","1",NULL,"38234"
"10","MedGemma 4B","zero-shot","0","15","225","0","15","1",NULL,"40965"
"10","Phi-4-mini 3.8B Instruct","chain-of-thought","0","6","90","0","15","1",NULL,"16386"
"10","Phi-4-mini 3.8B Instruct","few-shot","0","5","75","0","15","1",NULL,"13655"
"10","Phi-4-mini 3.8B Instruct","structured-output","0","5","75","0","15","1",NULL,"13655"
"10","Phi-4-mini 3.8B Instruct","zero-shot","0","14","210","0","15","1",NULL,"38234"
"10","Qwen 2.5 3B Instruct","chain-of-thought","0","2","30","0","15","1",NULL,"5462"
"10","Qwen 2.5 3B Instruct","few-shot","0","6","90","0","15","1",NULL,"16386"
"10","Qwen 2.5 3B Instruct","structured-output","0","8","120","0","15","1",NULL,"21848"
"10","Qwen 2.5 3B Instruct","zero-shot","0","5","75","0","15","1",NULL,"13655"
"11","Gemma-SEA-LION v4 4B","chain-of-thought","0","11","66","0","6","1",NULL,"4078.799991607666"
"11","Gemma-SEA-LION v4 4B","few-shot","0","11","66","0","6","1",NULL,"4078.799991607666"
"11","Gemma-SEA-LION v4 4B","structured-output","0","11","66","0","6","1",NULL,"4078.799991607666"
"11","Gemma-SEA-LION v4 4B","zero-shot","0","11","66","0","6","1",NULL,"4078.799991607666"
"11","Llama 3.2 3B Instruct","chain-of-thought","0","6","36","0","6","1",NULL,"2224.7999954223633"
"11","Llama 3.2 3B Instruct","few-shot","0","7","42","0","6","1",NULL,"2595.599994659424"
"11","Llama 3.2 3B Instruct","structured-output","0","9","54","0","6","1",NULL,"3337.199993133545"
"11","Llama 3.2 3B Instruct","zero-shot","0","12","72","0","6","1",NULL,"4449.599990844727"
"11","MedGemma 4B","chain-of-thought","0","9","54","0","6","1",NULL,"3337.199993133545"
"11","MedGemma 4B","few-shot","0","9","54","0","6","1",NULL,"3337.199993133545"
"11","MedGemma 4B","structured-output","0","8","48","0","6","1",NULL,"2966.3999938964844"
"11","MedGemma 4B","zero-shot","0","10","60","0","6","1",NULL,"3707.9999923706055"
"11","Phi-4-mini 3.8B Instruct","chain-of-thought","0","8","48","0","6","1",NULL,"2966.3999938964844"
"11","Phi-4-mini 3.8B Instruct","few-shot","0","12","72","0","6","1",NULL,"4449.599990844727"
"11","Phi-4-mini 3.8B Instruct","structured-output","0","7","42","0","6","1",NULL,"2595.599994659424"
"11","Phi-4-mini 3.8B Instruct","zero-shot","0","5","30","0","6","1",NULL,"1853.9999961853027"
"11","Qwen 2.5 3B Instruct","chain-of-thought","0","8","48","0","6","1",NULL,"2966.3999938964844"
"11","Qwen 2.5 3B Instruct","few-shot","0","7","42","0","6","1",NULL,"2595.599994659424"
"11","Qwen 2.5 3B Instruct","structured-output","0","7","42","0","6","1",NULL,"2595.599994659424"
"11","Qwen 2.5 3B Instruct","zero-shot","0","9","54","0","6","1",NULL,"3337.199993133545"
"12","Gemma-SEA-LION v4 4B","chain-of-thought","0","6","24","0","4","1",NULL,"2025.6000080108643"
"12","Gemma-SEA-LION v4 4B","few-shot","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","Gemma-SEA-LION v4 4B","structured-output","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","Gemma-SEA-LION v4 4B","zero-shot","0","6","24","0","4","1",NULL,"2025.6000080108643"
"12","Llama 3.2 3B Instruct","chain-of-thought","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","Llama 3.2 3B Instruct","few-shot","0","3","12","0","4","1",NULL,"1012.8000040054321"
"12","Llama 3.2 3B Instruct","structured-output","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","Llama 3.2 3B Instruct","zero-shot","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","MedGemma 4B","chain-of-thought","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","MedGemma 4B","few-shot","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","MedGemma 4B","structured-output","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","MedGemma 4B","zero-shot","0","5","20","0","4","1",NULL,"1688.0000066757202"
"12","Phi-4-mini 3.8B Instruct","chain-of-thought","0","4","16","0","4","1",NULL,"1350.4000053405762"
"12","Phi-4-mini 3.8B Instruct","few-shot","0","3","12","0","4","1",NULL,"1012.8000040054321"
"12","Phi-4-mini 3.8B Instruct","structured-output","0","4","16","0","4","1",NULL,"1350.4000053405762"
"12","Phi-4-mini 3.8B Instruct","zero-shot","0","4","16","0","4","1",NULL,"1350.4000053405762"
"12","Qwen 2.5 3B Instruct","chain-of-thought","0","4","16","0","4","1",NULL,"1350.4000053405762"
"12","Qwen 2.5 3B Instruct","few-shot","0","4","16","0","4","1",NULL,"1350.4000053405762"
"12","Qwen 2.5 3B Instruct","structured-output","0","4","16","0","4","1",NULL,"1350.4000053405762"
"12","Qwen 2.5 3B Instruct","zero-shot","0","4","16","0","4","1",NULL,"1350.4000053405762"
"13","Gemma-SEA-LION v4 4B","chain-of-thought","0","12","72","0","6","1",NULL,"4523.999937057495"
"13","Gemma-SEA-LION v4 4B","few-shot","0","13","78","0","6","1",NULL,"4900.999931812286"
"13","Gemma-SEA-LION v4 4B","structured-output","0","12","72","0","6","1",NULL,"4523.999937057495"
"13","Gemma-SEA-LION v4 4B","zero-shot","0","12","72","0","6","1",NULL,"4523.999937057495"
"13","Llama 3.2 3B Instruct","chain-of-thought","0","7","42","0","6","1",NULL,"2638.999963283539"
"13","Llama 3.2 3B Instruct","few-shot","0","2","12","0","6","1",NULL,"753.9999895095825"
"13","Llama 3.2 3B Instruct","structured-output","0","2","12","0","6","1",NULL,"753.9999895095825"
"13","Llama 3.2 3B Instruct","zero-shot","0","4","24","0","6","1",NULL,"1507.999979019165"
"13","MedGemma 4B","chain-of-thought","0","15","90","0","6","1",NULL,"5654.999921321869"
"13","MedGemma 4B","few-shot","0","14","84","0","6","1",NULL,"5277.999926567078"
"13","MedGemma 4B","structured-output","0","13","78","0","6","1",NULL,"4900.999931812286"
"13","MedGemma 4B","zero-shot","0","11","66","0","6","1",NULL,"4146.999942302704"
"13","Phi-4-mini 3.8B Instruct","chain-of-thought","0","3","18","0","6","1",NULL,"1130.9999842643738"
"13","Phi-4-mini 3.8B Instruct","few-shot","0","12","72","0","6","1",NULL,"4523.999937057495"
"13","Phi-4-mini 3.8B Instruct","structured-output","0","2","12","0","6","1",NULL,"753.9999895095825"
"13","Phi-4-mini 3.8B Instruct","zero-shot","0","2","12","0","6","1",NULL,"753.9999895095825"
"13","Qwen 2.5 3B Instruct","chain-of-thought","0","10","60","0","6","1",NULL,"3769.9999475479126"
"13","Qwen 2.5 3B Instruct","few-shot","0","1","6","0","6","1",NULL,"376.99999475479126"
"13","Qwen 2.5 3B Instruct","structured-output","0","1","6","0","6","1",NULL,"376.99999475479126"
"13","Qwen 2.5 3B Instruct","zero-shot","0","1","6","0","6","1",NULL,"376.99999475479126"
"14","Gemma-SEA-LION v4 4B","chain-of-thought","0","6","18","0","3","1",NULL,"2392.7999296188354"
"14","Gemma-SEA-LION v4 4B","few-shot","0","5","15","0","3","1",NULL,"1993.9999413490295"
"14","Gemma-SEA-LION v4 4B","structured-output","0","6","18","0","3","1",NULL,"2392.7999296188354"
"14","Gemma-SEA-LION v4 4B","zero-shot","0","6","18","0","3","1",NULL,"2392.7999296188354"
"14","Llama 3.2 3B Instruct","chain-of-thought","0","5","15","0","3","1",NULL,"1993.9999413490295"
"14","Llama 3.2 3B Instruct","few-shot","0","2","6","0","3","1",NULL,"797.5999765396118"
"14","Llama 3.2 3B Instruct","structured-output","0","6","18","0","3","1",NULL,"2392.7999296188354"
"14","Llama 3.2 3B Instruct","zero-shot","0","5","15","0","3","1",NULL,"1993.9999413490295"
"14","MedGemma 4B","chain-of-thought","0","6","18","0","3","1",NULL,"2392.7999296188354"
"14","MedGemma 4B","few-shot","0","4","12","0","3","1",NULL,"1595.1999530792236"
"14","MedGemma 4B","structured-output","0","6","18","0","3","1",NULL,"2392.7999296188354"
"14","MedGemma 4B","zero-shot","0","6","18","0","3","1",NULL,"2392.7999296188354"
"14","Phi-4-mini 3.8B Instruct","chain-of-thought","0","4","12","0","3","1",NULL,"1595.1999530792236"
"14","Phi-4-mini 3.8B Instruct","few-shot","0","4","12","0","3","1",NULL,"1595.1999530792236"
"14","Phi-4-mini 3.8B Instruct","structured-output","0","3","9","0","3","1",NULL,"1196.3999648094177"
"14","Phi-4-mini 3.8B Instruct","zero-shot","0","3","9","0","3","1",NULL,"1196.3999648094177"
"14","Qwen 2.5 3B Instruct","chain-of-thought","0","3","9","0","3","1",NULL,"1196.3999648094177"
"14","Qwen 2.5 3B Instruct","few-shot","0","3","9","0","3","1",NULL,"1196.3999648094177"
"14","Qwen 2.5 3B Instruct","structured-output","0","3","9","0","3","1",NULL,"1196.3999648094177"
"14","Qwen 2.5 3B Instruct","zero-shot","0","2","6","0","3","1",NULL,"797.5999765396118"
"15","Gemma-SEA-LION v4 4B","chain-of-thought","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","Gemma-SEA-LION v4 4B","few-shot","0","2","6","0","3","1",NULL,"757.6000003814697"
"15","Gemma-SEA-LION v4 4B","structured-output","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","Gemma-SEA-LION v4 4B","zero-shot","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","Llama 3.2 3B Instruct","chain-of-thought","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","Llama 3.2 3B Instruct","few-shot","0","3","9","0","3","1",NULL,"1136.4000005722046"
"15","Llama 3.2 3B Instruct","structured-output","0","1","3","0","3","1",NULL,"378.80000019073486"
"15","Llama 3.2 3B Instruct","zero-shot","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","MedGemma 4B","chain-of-thought","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","MedGemma 4B","few-shot","0","2","6","0","3","1",NULL,"757.6000003814697"
"15","MedGemma 4B","structured-output","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","MedGemma 4B","zero-shot","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","Phi-4-mini 3.8B Instruct","chain-of-thought","0","4","12","0","3","1",NULL,"1515.2000007629395"
"15","Phi-4-mini 3.8B Instruct","few-shot","0","2","6","0","3","1",NULL,"757.6000003814697"
"15","Phi-4-mini 3.8B Instruct","structured-output","0","2","6","0","3","1",NULL,"757.6000003814697"
"15","Phi-4-mini 3.8B Instruct","zero-shot","0","1","3","0","3","1",NULL,"378.80000019073486"
"15","Qwen 2.5 3B Instruct","chain-of-thought","0","2","6","0","3","1",NULL,"757.6000003814697"
"15","Qwen 2.5 3B Instruct","few-shot","0","2","6","0","3","1",NULL,"757.6000003814697"
"15","Qwen 2.5 3B Instruct","structured-output","0","2","6","0","3","1",NULL,"757.6000003814697"
"15","Qwen 2.5 3B Instruct","zero-shot","0","4","12","0","3","1",NULL,"1515.2000007629395"
